return_id,order_id,customer_id,return_date,return_reason,return_amount,return_status
RET_3058,ORD_30284,CUST_07017,2025-06-01,Bad Quality,8430,refund_in_process
RET_3059,ORD_30290,CUST_07018,2025-06-26,Color Mismatch,90781,refund_in_process
RET_3060,ORD_30295,CUST_07020,2025-08-01,Wrong Item Delivered,293815,refunded
RET_3061,ORD_30301,CUST_07021,2026-01-11,Color Mismatch,910862,refunded
RET_3062,ORD_30306,CUST_07022,2026-01-02,Damaged,213963,refunded
RET_3063,ORD_30312,CUST_07023,2025-05-24,Damaged,1391,refunded
RET_3064,ORD_30316,CUST_07024,2024-02-03,Damaged,569065,refund_in_process
RET_3065,ORD_30325,CUST_07025,2025-08-28,Wrong Item Delivered,114882,refund_in_process
RET_3066,ORD_30326,CUST_07025,2026-01-10,Damaged,20576,refund_in_process
RET_3067,ORD_30345,CUST_07031,2025-12-08,Damaged,139798,refund_in_process
RET_3068,ORD_30361,CUST_07036,2026-01-05,Wrong Item Delivered,56120,refund_in_process
RET_3069,ORD_30364,CUST_07037,2025-08-19,Color Mismatch,139966,refund_in_process
RET_3070,ORD_30365,CUST_07037,2024-04-09,Wrong Item Delivered,14876,refunded
RET_3071,ORD_30372,CUST_07039,2024-05-08,Bad Quality,13056,refund_in_process
RET_3072,ORD_30373,CUST_07039,2024-05-23,Damaged,6402,refund_in_process
RET_3073,ORD_30391,CUST_07042,2026-01-03,Color Mismatch,22710,refunded
RET_3074,ORD_30406,CUST_07043,2024-11-12,Wrong Item Delivered,32222,refunded
RET_3075,ORD_30412,CUST_07044,2024-04-15,Bad Quality,820408,refunded
RET_3076,ORD_30414,CUST_07045,2025-12-18,Bad Quality,175418,refunded
RET_3077,ORD_30429,CUST_07046,2025-08-02,Size Issues,29600,refund_in_process
RET_3078,ORD_30435,CUST_07047,2025-06-16,Wrong Item Delivered,1015566,refunded
RET_3079,ORD_30438,CUST_07048,2025-09-29,Wrong Item Delivered,61931,refunded
RET_3080,ORD_30476,CUST_07054,2025-11-13,Bad Quality,1130600,refunded
RET_3081,ORD_30493,CUST_07060,2025-04-21,Bad Quality,343377,refund_in_process
RET_3082,ORD_30506,CUST_07062,2025-07-27,Color Mismatch,1024067,refund_in_process
RET_3083,ORD_30508,CUST_07063,2025-10-07,Damaged,30230,refund_in_process
RET_3084,ORD_30513,CUST_07064,2024-04-15,Size Issues,43674,refund_in_process
RET_3085,ORD_30514,CUST_07064,2023-05-23,Size Issues,239829,refund_in_process
RET_3086,ORD_30520,CUST_07065,2024-09-06,Damaged,451194,refunded
RET_3087,ORD_30543,CUST_07070,2025-03-31,Size Issues,289231,refunded
RET_3088,ORD_30546,CUST_07071,2025-06-19,No Longer Required,21588,refund_in_process
RET_3089,ORD_30565,CUST_07075,2025-10-06,Damaged,70790,refunded
RET_3090,ORD_30573,CUST_07076,2025-10-17,No Longer Required,889464,refunded
RET_3091,ORD_30587,CUST_07079,2024-09-02,Color Mismatch,36234,refund_in_process
RET_3092,ORD_30593,CUST_07080,2026-01-12,Color Mismatch,252995,refund_in_process
RET_3093,ORD_30600,CUST_07081,2025-11-18,Color Mismatch,340209,refund_in_process
RET_3094,ORD_30602,CUST_07082,2023-04-09,Wrong Item Delivered,1112937,refunded
RET_3095,ORD_30606,CUST_07082,2024-05-01,Wrong Item Delivered,621525,refunded
RET_3096,ORD_30608,CUST_07083,2025-12-12,Wrong Item Delivered,451841,refund_in_process
RET_3097,ORD_30618,CUST_07085,2023-08-11,Color Mismatch,722049,refund_in_process
RET_3098,ORD_30628,CUST_07087,2025-09-28,Size Issues,43981,refunded
RET_3099,ORD_30634,CUST_07087,2025-12-12,Color Mismatch,15248,refunded
RET_3100,ORD_30651,CUST_07090,2025-07-15,Damaged,761902,refund_in_process
RET_3101,ORD_30654,CUST_07091,2025-09-07,Wrong Item Delivered,3719,refunded
RET_3102,ORD_30655,CUST_07092,2024-06-25,Size Issues,38105,refund_in_process
RET_3103,ORD_30656,CUST_07092,2024-04-12,Color Mismatch,377675,refund_in_process
RET_3104,ORD_30661,CUST_07093,2025-08-30,Bad Quality,380262,refunded
RET_3105,ORD_30664,CUST_07094,2024-12-25,Bad Quality,364243,refunded
RET_3106,ORD_30682,CUST_07098,2024-10-27,Color Mismatch,1913974,refund_in_process
RET_3107,ORD_30696,CUST_07101,2025-09-12,Size Issues,9596,refund_in_process
RET_3108,ORD_30705,CUST_07102,2025-11-08,Size Issues,72214,refund_in_process
RET_3109,ORD_30707,CUST_07104,2025-09-25,Damaged,15484,refund_in_process
RET_3110,ORD_30747,CUST_07112,2024-07-06,Size Issues,692088,refunded
RET_3111,ORD_30753,CUST_07112,2024-09-26,No Longer Required,381300,refunded
RET_3112,ORD_30754,CUST_07112,2025-04-30,Damaged,151797,refunded
RET_3113,ORD_30755,CUST_07113,2025-12-17,Size Issues,71663,refunded
RET_3114,ORD_30766,CUST_07115,2025-12-30,Wrong Item Delivered,1587697,refunded
RET_3115,ORD_30775,CUST_07117,2024-12-15,Bad Quality,263686,refund_in_process
RET_3116,ORD_30776,CUST_07117,2025-08-24,Wrong Item Delivered,26016,refunded
RET_3117,ORD_30777,CUST_07117,2024-10-15,Color Mismatch,11436,refunded
RET_3118,ORD_30784,CUST_07120,2025-12-20,No Longer Required,285972,refund_in_process
RET_3119,ORD_30798,CUST_07122,2025-06-20,Color Mismatch,43586,refund_in_process
RET_3120,ORD_30800,CUST_07123,2025-05-17,Wrong Item Delivered,305658,refund_in_process
RET_3121,ORD_30803,CUST_07123,2025-10-26,No Longer Required,498915,refund_in_process
RET_3122,ORD_30831,CUST_07129,2023-12-21,Size Issues,339599,refund_in_process
RET_3123,ORD_30836,CUST_07130,2025-12-08,No Longer Required,710813,refund_in_process
RET_3124,ORD_30850,CUST_07133,2025-01-18,Wrong Item Delivered,386577,refunded
RET_3125,ORD_30854,CUST_07133,2025-01-22,Bad Quality,438544,refund_in_process
RET_3126,ORD_30859,CUST_07135,2025-11-08,Bad Quality,23678,refunded
RET_3127,ORD_30874,CUST_07139,2025-02-24,Damaged,539104,refund_in_process
RET_3128,ORD_30876,CUST_07139,2024-12-28,Size Issues,147726,refund_in_process
RET_3129,ORD_30878,CUST_07139,2025-11-01,Damaged,867610,refunded
RET_3130,ORD_30879,CUST_07139,2025-05-21,Color Mismatch,62681,refunded
RET_3131,ORD_30894,CUST_07143,2025-11-19,No Longer Required,457819,refunded
RET_3132,ORD_30895,CUST_07143,2025-12-02,Size Issues,240576,refunded
RET_3133,ORD_30900,CUST_07144,2025-12-30,Bad Quality,53233,refunded
RET_3134,ORD_30905,CUST_07145,2025-07-02,Wrong Item Delivered,302515,refund_in_process
RET_3135,ORD_30922,CUST_07150,2025-08-07,Damaged,621669,refund_in_process
RET_3136,ORD_30924,CUST_07150,2025-03-22,Wrong Item Delivered,379146,refunded
RET_3137,ORD_30927,CUST_07151,2025-07-15,No Longer Required,12362,refund_in_process
RET_3138,ORD_30933,CUST_07153,2025-10-25,Wrong Item Delivered,4304,refund_in_process
RET_3139,ORD_30966,CUST_07162,2025-08-14,Damaged,89036,refunded
RET_3140,ORD_30973,CUST_07163,2025-06-17,Wrong Item Delivered,7428,refund_in_process
RET_3141,ORD_30974,CUST_07163,2025-09-13,Damaged,256252,refund_in_process
RET_3142,ORD_31009,CUST_07173,2025-02-25,Size Issues,4268,refund_in_process
RET_3143,ORD_31018,CUST_07177,2025-08-19,Color Mismatch,222314,refund_in_process
RET_3144,ORD_31044,CUST_07182,2025-09-02,Size Issues,28845,refunded
RET_3145,ORD_31059,CUST_07186,2024-06-09,Color Mismatch,1127722,refund_in_process
RET_3146,ORD_31062,CUST_07186,2023-12-14,Damaged,283738,refund_in_process
RET_3147,ORD_31068,CUST_07187,2024-11-03,Size Issues,7023,refund_in_process
RET_3148,ORD_31082,CUST_07196,2025-02-25,Wrong Item Delivered,19348,refund_in_process
RET_3149,ORD_31092,CUST_07197,2025-11-20,Damaged,38384,refund_in_process
RET_3150,ORD_31094,CUST_07198,2025-04-07,Wrong Item Delivered,769444,refunded
RET_3151,ORD_31099,CUST_07199,2024-10-27,Bad Quality,338416,refund_in_process
RET_3152,ORD_31102,CUST_07199,2024-08-23,Color Mismatch,237434,refunded
RET_3153,ORD_31109,CUST_07200,2025-07-24,Color Mismatch,823775,refund_in_process
RET_3154,ORD_31118,CUST_07202,2025-07-12,Size Issues,909496,refunded
RET_3155,ORD_31137,CUST_07206,2024-02-27,Bad Quality,16170,refunded
RET_3156,ORD_31143,CUST_07207,2025-12-19,Wrong Item Delivered,971567,refunded
RET_3157,ORD_31155,CUST_07209,2023-10-27,Wrong Item Delivered,1604159,refunded
RET_3158,ORD_31162,CUST_07211,2025-02-24,Wrong Item Delivered,1730964,refund_in_process
RET_3159,ORD_31163,CUST_07211,2025-12-05,Wrong Item Delivered,106678,refund_in_process
RET_3160,ORD_31164,CUST_07211,2024-03-12,Size Issues,24487,refund_in_process
RET_3161,ORD_31170,CUST_07213,2025-12-29,Wrong Item Delivered,855293,refunded
RET_3162,ORD_31176,CUST_07214,2025-12-26,Wrong Item Delivered,44620,refund_in_process
RET_3163,ORD_31178,CUST_07214,2025-10-04,Wrong Item Delivered,354786,refunded
RET_3164,ORD_31184,CUST_07215,2024-09-03,Wrong Item Delivered,550755,refunded
RET_3165,ORD_31218,CUST_07223,2025-11-07,No Longer Required,223701,refund_in_process
RET_3166,ORD_31231,CUST_07228,2025-05-24,Color Mismatch,500222,refunded
RET_3167,ORD_31237,CUST_07230,2025-09-30,Wrong Item Delivered,28084,refunded
RET_3168,ORD_31239,CUST_07230,2025-10-08,Color Mismatch,34544,refund_in_process
RET_3169,ORD_31240,CUST_07230,2025-04-16,Wrong Item Delivered,610884,refund_in_process
RET_3170,ORD_31244,CUST_07230,2025-08-09,Color Mismatch,132531,refunded
RET_3171,ORD_31247,CUST_07232,2025-11-11,Size Issues,42680,refund_in_process
RET_3172,ORD_31265,CUST_07234,2023-08-14,Wrong Item Delivered,29113,refund_in_process
RET_3173,ORD_31277,CUST_07239,2025-07-31,Size Issues,59838,refunded
RET_3174,ORD_31304,CUST_07243,2025-11-03,Size Issues,230820,refund_in_process
RET_3175,ORD_31310,CUST_07244,2025-03-11,Bad Quality,39631,refund_in_process
RET_3176,ORD_31319,CUST_07246,2024-03-12,Damaged,230559,refund_in_process
RET_3177,ORD_31321,CUST_07248,2025-12-29,Damaged,988471,refunded
RET_3178,ORD_31335,CUST_07250,2025-12-06,Size Issues,276587,refunded
RET_3179,ORD_31340,CUST_07252,2025-01-18,Damaged,181509,refund_in_process
RET_3180,ORD_31361,CUST_07259,2023-10-03,Color Mismatch,265991,refunded
RET_3181,ORD_31363,CUST_07260,2025-10-03,Bad Quality,485552,refunded
RET_3182,ORD_31397,CUST_07269,2024-08-27,No Longer Required,13350,refund_in_process
RET_3183,ORD_31414,CUST_07271,2025-06-23,Bad Quality,704068,refund_in_process
RET_3184,ORD_31422,CUST_07273,2026-01-08,Bad Quality,5401,refunded
RET_3185,ORD_31444,CUST_07278,2025-06-26,Size Issues,3092,refunded
RET_3186,ORD_31464,CUST_07283,2025-12-06,Size Issues,78462,refund_in_process
RET_3187,ORD_31468,CUST_07283,2024-10-25,Damaged,6468,refunded
RET_3188,ORD_31470,CUST_07284,2025-03-10,Bad Quality,1505552,refund_in_process
RET_3189,ORD_31471,CUST_07284,2025-06-12,No Longer Required,602763,refunded
RET_3190,ORD_31472,CUST_07284,2024-12-14,Damaged,734683,refunded
RET_3191,ORD_31474,CUST_07285,2023-06-18,Damaged,1346877,refunded
RET_3192,ORD_31476,CUST_07285,2025-12-15,Damaged,315904,refund_in_process
RET_3193,ORD_31488,CUST_07288,2025-11-02,Bad Quality,8285,refund_in_process
RET_3194,ORD_31492,CUST_07289,2023-05-24,No Longer Required,36408,refunded
RET_3195,ORD_31496,CUST_07290,2025-11-17,Damaged,599225,refund_in_process
RET_3196,ORD_31507,CUST_07292,2026-01-13,No Longer Required,4173,refunded
RET_3197,ORD_31508,CUST_07292,2025-07-17,Bad Quality,441827,refunded
RET_3198,ORD_31514,CUST_07293,2025-06-01,Wrong Item Delivered,465275,refunded
RET_3199,ORD_31527,CUST_07296,2024-11-04,Size Issues,23715,refund_in_process
RET_3200,ORD_31531,CUST_07297,2026-01-03,Damaged,297374,refund_in_process
RET_3201,ORD_31540,CUST_07298,2025-12-02,Bad Quality,77774,refunded
RET_3202,ORD_31543,CUST_07299,2025-06-23,Size Issues,6184,refund_in_process
RET_3203,ORD_31561,CUST_07303,2024-09-12,Size Issues,38279,refund_in_process
RET_3204,ORD_31565,CUST_07304,2023-12-04,Damaged,9159,refunded
RET_3205,ORD_31568,CUST_07305,2025-07-05,Color Mismatch,16203,refund_in_process
RET_3206,ORD_31589,CUST_07309,2025-10-12,Bad Quality,452600,refund_in_process
RET_3207,ORD_31591,CUST_07309,2025-01-20,No Longer Required,12862,refund_in_process
RET_3208,ORD_31596,CUST_07310,2025-06-06,Bad Quality,583372,refunded
RET_3209,ORD_31598,CUST_07310,2023-12-04,Bad Quality,295985,refunded
RET_3210,ORD_31604,CUST_07311,2025-03-13,Size Issues,190260,refunded
RET_3211,ORD_31605,CUST_07311,2024-08-27,Size Issues,12585,refunded
RET_3212,ORD_31607,CUST_07311,2024-03-31,Wrong Item Delivered,17760,refunded
RET_3213,ORD_31610,CUST_07315,2025-04-23,Size Issues,39446,refund_in_process
RET_3214,ORD_31623,CUST_07319,2025-08-05,Damaged,11840,refunded
RET_3215,ORD_31625,CUST_07319,2025-05-23,Damaged,80978,refund_in_process
RET_3216,ORD_31627,CUST_07323,2023-10-17,No Longer Required,904049,refunded
RET_3217,ORD_31634,CUST_07326,2025-11-12,Color Mismatch,42885,refund_in_process
RET_3218,ORD_31635,CUST_07326,2026-01-04,Damaged,108755,refunded
RET_3219,ORD_31650,CUST_07333,2025-10-31,Wrong Item Delivered,10304,refund_in_process
RET_3220,ORD_31657,CUST_07334,2025-10-06,Damaged,9658,refund_in_process
RET_3221,ORD_31658,CUST_07334,2025-02-10,Damaged,315735,refund_in_process
RET_3222,ORD_31678,CUST_07341,2025-12-28,No Longer Required,2163286,refund_in_process
RET_3223,ORD_31684,CUST_07343,2025-12-02,Bad Quality,6834,refund_in_process
RET_3224,ORD_31685,CUST_07343,2025-12-19,Damaged,662406,refund_in_process
RET_3225,ORD_31717,CUST_07351,2025-01-17,Damaged,80714,refunded
RET_3226,ORD_31721,CUST_07351,2025-11-05,Color Mismatch,104189,refunded
RET_3227,ORD_31738,CUST_07353,2025-12-04,No Longer Required,9112,refunded
RET_3228,ORD_31748,CUST_07358,2025-12-13,Bad Quality,5152,refunded
RET_3229,ORD_31758,CUST_07359,2025-06-27,Wrong Item Delivered,9792,refund_in_process
RET_3230,ORD_31760,CUST_07359,2025-09-30,Wrong Item Delivered,441648,refund_in_process
RET_3231,ORD_31777,CUST_07362,2023-05-03,Damaged,3001,refund_in_process
RET_3232,ORD_31778,CUST_07362,2024-08-21,Color Mismatch,4596,refund_in_process
RET_3233,ORD_31784,CUST_07364,2025-01-07,Damaged,797766,refunded
RET_3234,ORD_31808,CUST_07369,2025-12-31,Wrong Item Delivered,835455,refund_in_process
RET_3235,ORD_31825,CUST_07373,2024-10-29,Damaged,616194,refunded
RET_3236,ORD_31840,CUST_07378,2025-10-02,Wrong Item Delivered,98327,refund_in_process
RET_3237,ORD_31843,CUST_07378,2025-05-31,No Longer Required,700836,refund_in_process
RET_3238,ORD_31847,CUST_07379,2025-09-26,Damaged,35587,refunded
RET_3239,ORD_31861,CUST_07381,2025-12-07,Bad Quality,11310,refunded
RET_3240,ORD_31862,CUST_07381,2025-11-25,Bad Quality,32619,refund_in_process
RET_3241,ORD_31865,CUST_07382,2026-01-07,Damaged,452813,refund_in_process
RET_3242,ORD_31870,CUST_07382,2025-12-23,Color Mismatch,207868,refund_in_process
RET_3243,ORD_31875,CUST_07383,2025-01-04,No Longer Required,140362,refund_in_process
RET_3244,ORD_31912,CUST_07393,2024-10-18,Size Issues,500563,refund_in_process
RET_3245,ORD_31915,CUST_07395,2025-09-08,Color Mismatch,28866,refunded
RET_3246,ORD_31927,CUST_07398,2025-06-06,Wrong Item Delivered,7949,refund_in_process
RET_3247,ORD_31931,CUST_07398,2025-01-27,Color Mismatch,406034,refund_in_process
RET_3248,ORD_31932,CUST_07398,2024-09-10,Damaged,450979,refunded
RET_3249,ORD_31946,CUST_07404,2025-12-12,Damaged,41219,refunded
RET_3250,ORD_31958,CUST_07409,2025-12-31,Wrong Item Delivered,83453,refunded
RET_3251,ORD_31972,CUST_07411,2024-11-20,Damaged,129181,refunded
RET_3252,ORD_31981,CUST_07413,2025-06-25,Damaged,290522,refund_in_process
RET_3253,ORD_31988,CUST_07414,2023-06-29,No Longer Required,10478,refunded
RET_3254,ORD_31989,CUST_07414,2023-07-01,Damaged,6164,refunded
RET_3255,ORD_31992,CUST_07415,2024-12-18,Color Mismatch,476784,refunded
RET_3256,ORD_32013,CUST_07418,2024-07-09,Size Issues,31634,refund_in_process
RET_3257,ORD_32020,CUST_07420,2025-02-17,Bad Quality,19626,refund_in_process
RET_3258,ORD_32025,CUST_07420,2023-07-08,Damaged,676673,refunded
RET_3259,ORD_32034,CUST_07422,2025-11-25,No Longer Required,648050,refund_in_process
RET_3260,ORD_32041,CUST_07422,2025-01-23,Bad Quality,440240,refund_in_process
RET_3261,ORD_32047,CUST_07424,2025-10-16,Bad Quality,457738,refunded
RET_3262,ORD_32052,CUST_07424,2025-07-11,Wrong Item Delivered,347046,refunded
RET_3263,ORD_32060,CUST_07426,2025-11-15,Damaged,261314,refunded
RET_3264,ORD_32067,CUST_07427,2023-07-16,Color Mismatch,20854,refund_in_process
RET_3265,ORD_32069,CUST_07428,2025-04-09,No Longer Required,725103,refunded
RET_3266,ORD_32084,CUST_07433,2025-09-11,Size Issues,33477,refund_in_process
RET_3267,ORD_32089,CUST_07434,2024-07-12,Size Issues,312029,refunded
RET_3268,ORD_32101,CUST_07437,2024-03-24,Damaged,578410,refund_in_process
RET_3269,ORD_32108,CUST_07440,2025-08-25,Color Mismatch,16851,refund_in_process
RET_3270,ORD_32113,CUST_07442,2025-08-26,Wrong Item Delivered,1685024,refunded
RET_3271,ORD_32124,CUST_07445,2026-01-06,Size Issues,46742,refunded
RET_3272,ORD_32129,CUST_07448,2025-07-01,No Longer Required,90584,refunded
RET_3273,ORD_32130,CUST_07448,2025-06-11,Color Mismatch,41085,refund_in_process
RET_3274,ORD_32131,CUST_07449,2025-05-24,Bad Quality,241480,refunded
RET_3275,ORD_32176,CUST_07459,2026-01-14,Bad Quality,319666,refunded
RET_3276,ORD_32178,CUST_07459,2026-01-05,Wrong Item Delivered,565938,refund_in_process
RET_3277,ORD_32190,CUST_07461,2025-05-29,Size Issues,196980,refund_in_process
RET_3278,ORD_32192,CUST_07461,2025-01-31,Damaged,441598,refund_in_process
RET_3279,ORD_32246,CUST_07473,2025-02-10,Damaged,134841,refunded
RET_3280,ORD_32251,CUST_07474,2024-05-11,No Longer Required,599691,refund_in_process
RET_3281,ORD_32255,CUST_07475,2025-06-24,Wrong Item Delivered,19239,refund_in_process
RET_3282,ORD_32256,CUST_07475,2025-08-10,Color Mismatch,629757,refunded
RET_3283,ORD_32272,CUST_07479,2025-09-03,Color Mismatch,1024254,refund_in_process
RET_3284,ORD_32275,CUST_07480,2025-08-17,Bad Quality,267252,refund_in_process
RET_3285,ORD_32309,CUST_07488,2025-07-18,No Longer Required,676740,refund_in_process
RET_3286,ORD_32327,CUST_07495,2024-12-19,Color Mismatch,1521464,refund_in_process
RET_3287,ORD_32329,CUST_07495,2025-05-02,Size Issues,16203,refund_in_process
RET_3288,ORD_32341,CUST_07498,2024-09-27,Color Mismatch,49157,refund_in_process
RET_3289,ORD_32358,CUST_07502,2025-02-05,Wrong Item Delivered,13056,refunded
RET_3290,ORD_32380,CUST_07505,2023-05-26,No Longer Required,12312,refunded
RET_3291,ORD_32404,CUST_07511,2025-11-30,Color Mismatch,404074,refund_in_process
RET_3292,ORD_32407,CUST_07511,2025-10-21,Wrong Item Delivered,37179,refunded
RET_3293,ORD_32409,CUST_07511,2025-10-13,Wrong Item Delivered,151797,refunded
RET_3294,ORD_32421,CUST_07514,2025-03-28,Color Mismatch,43963,refunded
RET_3295,ORD_32430,CUST_07515,2024-09-10,Color Mismatch,20333,refunded
RET_3296,ORD_32439,CUST_07517,2024-03-01,Size Issues,607151,refunded
RET_3297,ORD_32443,CUST_07518,2025-11-12,Size Issues,764694,refund_in_process
RET_3298,ORD_32446,CUST_07520,2025-08-07,Size Issues,52852,refunded
RET_3299,ORD_32464,CUST_07524,2024-09-21,No Longer Required,1091194,refund_in_process
RET_3300,ORD_32473,CUST_07526,2025-02-04,Damaged,714560,refund_in_process
RET_3301,ORD_32474,CUST_07526,2024-12-23,Color Mismatch,10755,refunded
RET_3302,ORD_32483,CUST_07528,2025-12-24,Size Issues,72902,refunded
RET_3303,ORD_32484,CUST_07529,2023-09-30,Damaged,216220,refunded
RET_3304,ORD_32487,CUST_07529,2025-10-18,Wrong Item Delivered,148980,refunded
RET_3305,ORD_32492,CUST_07531,2025-10-27,Wrong Item Delivered,41943,refunded
RET_3306,ORD_32495,CUST_07532,2025-07-07,Size Issues,310409,refunded
RET_3307,ORD_32498,CUST_07532,2025-07-02,Bad Quality,498549,refunded
RET_3308,ORD_32504,CUST_07533,2024-11-11,Wrong Item Delivered,530468,refund_in_process
RET_3309,ORD_32517,CUST_07535,2025-09-14,Bad Quality,220051,refund_in_process
RET_3310,ORD_32529,CUST_07537,2025-09-08,Wrong Item Delivered,37905,refunded
RET_3311,ORD_32559,CUST_07547,2023-11-23,Size Issues,946224,refunded
RET_3312,ORD_32561,CUST_07548,2024-03-04,Color Mismatch,115043,refund_in_process
RET_3313,ORD_32568,CUST_07549,2024-09-25,Color Mismatch,362153,refund_in_process
RET_3314,ORD_32583,CUST_07552,2025-04-17,Size Issues,711284,refunded
RET_3315,ORD_32592,CUST_07556,2025-11-15,Damaged,665986,refunded
RET_3316,ORD_32595,CUST_07556,2025-12-25,Color Mismatch,1560864,refunded
RET_3317,ORD_32612,CUST_07559,2025-10-22,Bad Quality,387628,refund_in_process
RET_3318,ORD_32618,CUST_07561,2024-05-21,Color Mismatch,437475,refunded
RET_3319,ORD_32628,CUST_07565,2025-12-25,Bad Quality,935117,refunded
RET_3320,ORD_32629,CUST_07565,2025-12-02,No Longer Required,225113,refunded
RET_3321,ORD_32638,CUST_07568,2025-10-17,Wrong Item Delivered,185551,refunded
RET_3322,ORD_32642,CUST_07569,2025-09-30,Color Mismatch,5152,refund_in_process
RET_3323,ORD_32648,CUST_07569,2025-02-04,Color Mismatch,29184,refunded
RET_3324,ORD_32664,CUST_07574,2025-12-19,Damaged,1654427,refunded
RET_3325,ORD_32669,CUST_07574,2025-11-20,Bad Quality,1657769,refunded
RET_3326,ORD_32671,CUST_07575,2025-12-11,No Longer Required,19015,refund_in_process
RET_3327,ORD_32691,CUST_07580,2024-10-04,Damaged,366501,refund_in_process
RET_3328,ORD_32706,CUST_07583,2024-03-28,Color Mismatch,706,refund_in_process
RET_3329,ORD_32717,CUST_07585,2025-04-14,Damaged,375993,refunded
RET_3330,ORD_32734,CUST_07591,2025-12-24,Color Mismatch,242903,refund_in_process
RET_3331,ORD_32742,CUST_07593,2024-05-24,Size Issues,886310,refunded
RET_3332,ORD_32750,CUST_07597,2025-11-15,Size Issues,1175,refund_in_process
RET_3333,ORD_32780,CUST_07602,2025-10-23,Wrong Item Delivered,886033,refund_in_process
RET_3334,ORD_32802,CUST_07608,2024-10-11,Wrong Item Delivered,658316,refunded
RET_3335,ORD_32822,CUST_07613,2025-09-02,Color Mismatch,2418,refunded
RET_3336,ORD_32827,CUST_07614,2025-04-30,Color Mismatch,179379,refunded
RET_3337,ORD_32842,CUST_07620,2025-12-21,Wrong Item Delivered,14592,refunded
RET_3338,ORD_32852,CUST_07622,2024-12-11,Size Issues,835021,refunded
RET_3339,ORD_32864,CUST_07623,2025-12-03,Damaged,17558,refund_in_process
RET_3340,ORD_32869,CUST_07624,2025-12-22,Size Issues,248788,refunded
RET_3341,ORD_32882,CUST_07627,2025-11-07,Damaged,239828,refunded
RET_3342,ORD_32884,CUST_07627,2025-12-06,Damaged,18538,refunded
RET_3343,ORD_32907,CUST_07632,2025-06-03,Color Mismatch,306133,refund_in_process
RET_3344,ORD_32910,CUST_07633,2025-10-28,Wrong Item Delivered,258542,refund_in_process
RET_3345,ORD_32911,CUST_07634,2025-06-05,Wrong Item Delivered,52211,refund_in_process
RET_3346,ORD_32919,CUST_07635,2025-07-23,Size Issues,248281,refunded
RET_3347,ORD_32922,CUST_07635,2025-06-08,Size Issues,27953,refund_in_process
RET_3348,ORD_32926,CUST_07636,2025-04-16,Size Issues,829857,refunded
RET_3349,ORD_32927,CUST_07636,2025-02-14,Bad Quality,29030,refunded
RET_3350,ORD_32937,CUST_07640,2024-11-16,Damaged,434545,refund_in_process
RET_3351,ORD_32939,CUST_07641,2024-01-19,Size Issues,4591,refunded
RET_3352,ORD_32965,CUST_07646,2026-01-05,Color Mismatch,25932,refund_in_process
RET_3353,ORD_32971,CUST_07647,2025-10-02,Damaged,635946,refund_in_process
RET_3354,ORD_32979,CUST_07649,2025-11-18,Color Mismatch,151346,refunded
RET_3355,ORD_32985,CUST_07650,2026-01-12,Bad Quality,27005,refund_in_process
RET_3356,ORD_32987,CUST_07651,2025-05-13,No Longer Required,1016240,refund_in_process
RET_3357,ORD_33004,CUST_07654,2025-10-25,Bad Quality,61331,refund_in_process
RET_3358,ORD_33005,CUST_07654,2026-01-09,Damaged,50631,refund_in_process
RET_3359,ORD_33010,CUST_07655,2025-06-06,Damaged,572600,refund_in_process
RET_3360,ORD_33011,CUST_07655,2024-07-31,Color Mismatch,1253032,refund_in_process
RET_3361,ORD_33015,CUST_07655,2025-10-24,No Longer Required,76509,refunded
RET_3362,ORD_33016,CUST_07656,2023-05-03,No Longer Required,1205196,refunded
RET_3363,ORD_33018,CUST_07656,2025-08-13,Size Issues,64243,refund_in_process
RET_3364,ORD_33025,CUST_07658,2025-02-11,Color Mismatch,1456245,refunded
RET_3365,ORD_33031,CUST_07659,2023-07-14,No Longer Required,548077,refund_in_process
RET_3366,ORD_33059,CUST_07668,2024-12-28,Bad Quality,408871,refunded
RET_3367,ORD_33062,CUST_07668,2025-10-03,No Longer Required,4524,refund_in_process
RET_3368,ORD_33067,CUST_07669,2025-05-30,Damaged,39373,refunded
RET_3369,ORD_33074,CUST_07671,2025-06-12,No Longer Required,39266,refunded
RET_3370,ORD_33076,CUST_07671,2024-07-13,Bad Quality,1210367,refunded
RET_3371,ORD_33092,CUST_07673,2024-11-06,Color Mismatch,1222,refunded
RET_3372,ORD_33105,CUST_07675,2024-04-13,No Longer Required,28788,refunded
RET_3373,ORD_33125,CUST_07681,2025-05-16,No Longer Required,350349,refunded
RET_3374,ORD_33147,CUST_07686,2025-03-05,Wrong Item Delivered,93347,refund_in_process
RET_3375,ORD_33171,CUST_07691,2024-04-25,Color Mismatch,444482,refund_in_process
RET_3376,ORD_33179,CUST_07693,2025-01-12,Color Mismatch,30356,refunded
RET_3377,ORD_33182,CUST_07695,2025-09-24,Bad Quality,359999,refund_in_process
RET_3378,ORD_33195,CUST_07697,2024-12-16,Damaged,27697,refunded
RET_3379,ORD_33210,CUST_07700,2024-11-06,Color Mismatch,24272,refunded
RET_3380,ORD_33212,CUST_07701,2025-11-02,Color Mismatch,44470,refund_in_process
RET_3381,ORD_33227,CUST_07703,2025-10-01,Wrong Item Delivered,1236,refund_in_process
RET_3382,ORD_33244,CUST_07707,2025-12-23,Bad Quality,706948,refunded
